dataset_id	sample_id	method_id	K	x	y	domain_label	notes	seed
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15430.78369018526	5925.3685601098505	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11215.60988568772	4905.188940677424	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14286.93565698107	7853.250365103637	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15748.00212196887	5839.275233131073	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11570.126527800769	6563.098535791482	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10388.980284267142	6746.977418692434	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15795.472571479064	8058.915315794679	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11590.47100616228	7514.372856933029	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14317.236413207138	7138.820271835527	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11249.733310939771	8631.98771756043	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12282.11863578805	5754.7802962490005	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12356.499095130725	7101.444565454239	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15029.228521194418	6330.502032293045	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13382.102927191832	3907.1457037622913	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13925.421560764653	3736.907754628637	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13159.825394428608	8432.519196068282	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11705.324460911776	8622.244193440933	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13611.593875374629	3981.546801797671	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13858.038555525349	4848.67650078434	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13314.719921952528	5018.914449917994	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12504.828091183674	5512.0899539038655	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10908.563693084863	5466.919428226976	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13122.31122278297	4547.174698995023	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13993.020527320155	4766.480583453362	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14131.609206824747	6984.171961293069	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12373.020904466252	3611.4900164446735	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14617.717074339023	8401.33991888589	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12670.11081920455	4715.463943304778	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15805.428849343618	6393.210901385027	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14549.902146467315	5230.425515080739	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12413.709861189272	5514.038658727765	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11850.262710571142	6874.343861700298	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12659.938580023794	4239.826782734006	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10355.07282033129	5161.520216789856	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11478.792336490167	4423.705665634954	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11758.92851926054	4734.95099154377	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14965.020301032502	5459.474923658577	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13264.074687364948	4782.070222044558	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10578.214198359314	9201.513024405576	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10351.898035253904	7144.316071580027	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11833.524939919414	8222.956835729437	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13210.038706383786	4386.680273980866	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12990.719997381746	4787.916336516258	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13361.97441014652	5097.212957601173	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12315.810138407704	5198.895923171147	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15802.038102950037	6234.665181194766	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12582.599296919934	7017.299943299362	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13871.38557978349	3341.5178065649434	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13783.874057498871	5643.3538065595285	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12882.64803541942	3997.1364403888674	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15633.364628535572	6872.745471603596	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12683.673804778891	5349.64682406581	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11347.201111088943	4664.447303156189	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11698.542968124606	8305.152753060414	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14384.83537976264	8168.393100660252	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12524.956608228986	4322.022700064983	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11465.445312232026	5930.8643598543495	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13480.002649973403	4222.288439318911	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14631.064098597162	6894.181224666492	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13338.671108023824	8270.076066230225	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10976.37862095657	8637.833832032129	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12919.946245748855	5741.139362481704	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12768.01054198612	5030.606678861392	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12980.547758200992	4312.279175945485	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11077.669090131723	9111.522287779	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11637.293571723872	3309.988214655352	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14732.13860645612	5226.52810543294	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15602.847910993309	5445.833989891279	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14647.80186924889	5545.568250637354	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14036.884269120565	4686.233370946284	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11823.35270073866	7747.319675158666	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10591.345261301254	5553.012755205754	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11094.406860783452	7762.909313749862	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14685.100079578326	7289.571172730185	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12309.244606936732	7023.14605777106	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12683.88976609509	7490.988399046238	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11786.054490409224	6003.316753065829	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12717.581268714745	6935.104025968384	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14681.709333184745	7131.025452539928	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13966.110517487676	5639.45639691173	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14269.765963696944	4919.180189171921	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15889.76558655085	6074.170756180609	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15882.984093763678	5757.079315800095	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14374.663140581886	7692.75594008948	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11617.165054678562	4500.055468494233	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13007.673729349672	5580.644937467547	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11009.85416226002	5940.607883973848	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10972.555951930584	4196.604961881012	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10743.28096506399	6263.5454388260605	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13206.6479599902	4228.134553790609	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13085.444935085932	7085.854926863043	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13601.853558826271	7788.592791187755	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12437.44508594437	6623.858700059569	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12531.954062332356	6780.4557154259255	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15478.254139695451	8145.008642773457	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14118.04622125041	6349.98908053204	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10918.51997094942	3801.2150138173183	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13780.699272421489	7626.149661349699	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15785.084370982107	5441.93658024348	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12366.67133431148	7577.081726025015	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14013.580966997866	7859.096479575335	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11246.126603229986	6332.100422389741	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13254.334370816592	8589.116211434644	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12741.10053215364	5903.58249231976	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13017.630007214228	3914.9405230578905	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15835.945566885886	7820.122383097344	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14577.2440789322	8640.132851583228	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13291.41661982983	8191.777558547046	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13473.437118502432	6046.53857391882	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11472.226805019196	6247.955800234865	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10888.219214723356	4515.645107085431	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11100.756430938223	3797.317604169521	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15903.328572125189	6708.353636941641	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12440.619871021756	4641.062845269398	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11060.2834355314	4036.110536866856	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15076.483009388412	6408.800539976223	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15467.865939198498	5528.029907222257	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10611.689739662766	6504.287076347299	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12892.820274600175	4472.773600959643	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13261.115863603764	8906.207651815157	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12052.411726289056	3539.037623233193	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11627.337293859317	4975.692629065004	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13307.938429165357	4701.82300953748	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14813.300558585965	6890.2838150186935	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11094.190899467252	5621.567738769434	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12369.846119388863	5594.285871234843	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10875.088151781414	8164.145376285253	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14273.156710090529	5077.725909362178	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11907.68943794589	7428.279529954248	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11026.591932911748	4591.994909944709	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11148.442841764616	8158.299261813555	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11117.92612422235	6731.387780101238	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15279.063947738725	7356.177451469966	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15923.6730504867	7659.627958083187	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13470.262333425047	8029.33442870899	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15215.071688893006	8626.491917815929	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13378.712180798248	3748.599983572036	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14799.737573011624	6256.100934257662	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12640.026024294682	7571.235611553316	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10655.553481463176	6424.039863840221	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12444.22657873154	6940.950140440083	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15818.99183491796	7027.393782146054	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13496.956381941329	5015.017040270195	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11964.90020400444	5840.873623227777	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13352.018132281964	6762.917372010829	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12386.799851356793	6387.014472186133	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14202.382958457642	6030.948935327623	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13153.043901641437	8115.427755687768	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13868.210794706103	5324.313661355115	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13112.138983602214	4071.537538424247	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10939.080410627132	6893.830909939294	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14762.655323998384	6653.439587145258	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12285.725343497836	8054.667591419685	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12548.69183298408	5431.842741396788	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11529.437571077746	4660.549893508391	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15704.13838016846	5919.522445638151	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13031.624915420967	8831.806553779777	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13898.51155093217	4609.883568087004	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13044.97193967911	7324.647859560378	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13534.038630954568	4617.6783873826025	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10395.761777054311	7064.068859072949	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10982.94415242754	6813.583697432216	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15751.392868362454	5997.82095332133	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15559.200130509096	7667.422777378786	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15008.884042832908	5379.227711151499	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13861.645263235132	7148.563795955025	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10260.563843943304	5004.9232014234985	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13831.344507009066	7862.993889223135	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10638.599749495248	5631.311262888932	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14803.12831940521	6414.646654447923	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11552.956834516644	3629.028359859765	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11283.424813559424	8076.103344482577	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15069.70151660124	6091.709099595706	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12197.78189858082	6073.820441453415	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14009.974259288085	5559.209184404651	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12380.01835856962	6069.923031805615	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11954.943926139884	7506.578037637433	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11235.954364049232	5856.463261818971	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13685.9743347173	5328.211071002915	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12791.745766741218	6140.426720193195	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11229.17287126206	5539.371821438456	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13675.802095536546	4852.573910432138	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13679.192841930131	5011.119630622396	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12909.9899678843	7406.843776891356	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11809.57375384812	4971.795219417206	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14414.920174672508	5312.621432411717	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10706.414677366953	8802.225666694085	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14782.999802359896	7604.713908286803	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11043.545664879672	5384.723510895999	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12649.982302159238	5905.53119714366	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12326.198338904658	7815.87465872235	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10925.733386368993	8400.98960415869	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11539.609810258502	5136.1870540791615	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14644.627084171503	7528.364105427524	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14502.647658273328	5152.127007397557	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11613.774308284976	4341.509748303975	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10284.2990686984	6114.743242755302	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11036.980133408702	7208.973645495908	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13520.907568012626	8266.178656582426	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13389.316342611402	8506.920294103666	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11377.717828631212	6091.3587848685065	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10753.453204244746	6739.182599396836	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13463.264879321678	5570.901413348049	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14671.753055320189	8796.729866949585	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13817.781521434725	7228.811008462103	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14215.94594403198	6665.131816088656	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10621.646017527322	4838.582661937643	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11668.02625058234	6878.241271348097	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14155.344431579848	8093.992002624873	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14185.645187805914	7379.561909356761	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12609.293345436216	4002.982554860566	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13699.32135897544	3821.052376783515	6	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15026.053736117034	8313.297887083212	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12521.7818231516	6304.818554855151	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14955.064023167944	7125.179338068229	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13659.28028620102	8342.528459441706	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	10706.198716050752	6660.884091713658	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11212.435100610335	6887.984795467595	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11013.028947337409	3957.8120291836767	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	12572.21109642298	4400.321207748164	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11985.028721049752	4650.806369388896	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11330.463340437218	6013.060277185327	2	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11077.453128815529	6970.180712798573	5	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14404.963896807953	6978.32584682137	3	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	14303.889388948995	8645.978966054927	4	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	11458.447858128657	3472.431344493407	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	15717.701365742803	6553.705326399183	1	baseline-domain-map	
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	6	13969.50126388126	5798.002117101986	4	baseline-domain-map	
